month,smb,hml,umd,rf,rm,rmrf
2010m8,-.01109784,-.00721607,.02693537,.0004084167,-.0021975818,-.002606
2010m9,.01182346,.00733166,.02829965,.0004084167,.0654529352,.06504452
2010m10,.01211705,.01198267,.02597176,.0004167535,.0253151205,.02489837
2010m11,-.00639995,-.00106557,.03409617,.00040008,-.0225420442,-.02294212
2010m12,.01964454,.01797577,.0113447,.0004167535,.0714362091,.07101946
2011m1,.01077755,.04483825,-.00633523,.0004250903,-.0052859798,-.00571107
2011m2,-.02909224,-.0028042,.00550826,.0004501013,.0239830769,.02353298
2011m3,.01230164,-.02233653,.02808162,.0004667756,-.0080672834,-.00853406
2011m4,.02613017,-.02895989,.0025412,.0004667756,.0310729922,.03060622
2011m5,.00928956,-.01809762,-.02121559,.0004334272,-.0071741421,-.00760757
2011m6,.00002914,-.01876132,.02591676,.0004250903,-.0044898902,-.00491498
2011m7,.00803622,-.01592756,.01211758,.0004084167,-.022053193,-.02246161
2011m8,-.03431191,-.03593227,-.04076281,.0003834068,-.0689106181,-.06929402
2011m9,-.00562307,-.00370811,-.05009095,.0003834068,-.0501013649,-.05048477
2011m10,-.04171613,.03736264,.00901885,.0003834068,.0789625742,.07857917
2011m11,-.02693544,-.02049789,.05338737,.000341725,-.0036931634,-.00403489
2011m12,-.03026123,-.01102706,.04302156,.00020002,.008435379,.00823536
2012m1,.06815462,.01800827,-.13283217,.000300045,.0271623497,.0268623
2012m2,.03332802,.01055417,-.00054462,.0003333889,.0428944788,.04256109
2012m3,.03258665,-.02638992,.03249425,.0003667339,-.0094550176,-.00982175
2012m4,-.00672346,-.01364661,.02667179,.0003333889,-.003294561,-.00362795
2012m5,-.00764747,-.0446909,.08519686,.0002750378,-.067979063,-.0682541
2012m6,-.01015187,.02149254,-.0036254,.0002917092,.0482268265,.04793512
2012m7,-.00839675,.00388433,.00548037,.0002166901,.0132875046,.01307081
2012m8,.02210967,-.00453238,.00831399,.00020002,.0221415652,.02194155
2012m9,.03638974,.00698656,-.026851,.0002166901,.0108585305,.01064184
2012m10,.00729152,.02091704,.00130989,.000191685,.0103532276,.01016154
2012m11,-.00470608,-.02301429,.03926686,.000191685,.0175522618,.01736058
2012m12,.03983892,.0369448,-.00884545,.0002583667,.0098481773,.00958981
2013m1,-.01047003,.00749149,.00930991,.0002416959,.0637495735,.06350788
2013m2,.02144027,-.03851745,.06584462,.0002750378,.0227550342,.02248
2013m3,.00446793,-.03000798,.05985424,.0003083809,.0140984589,.01379008
2013m4,.00718743,.00757186,.03610676,.0002750378,.0058168526,.00554181
2013m5,.01899875,.00407687,.01484861,.0002583667,.0291158134,.02885745
2013m6,.02964676,-.01325649,.04651048,.0002750378,-.0499113662,-.0501864
2013m7,.01118447,.01617778,.0364866,.0002500313,.0677995119,.06754948
2013m8,.02932642,-.00122901,-.04478809,.0002250253,-.0221509828,-.02237601
2013m9,.01294607,.02408101,.02166447,.0002917092,.0111618336,.01087012
2013m10,-.00316736,.00893954,.03136815,.0002667022,.0428944788,.04262778
2013m11,.01729014,-.00299615,.02465237,.0002416959,-.0069755571,-.00721725
2013m12,.00995772,.00575308,.0280121,.0002166901,.0183666293,.01814994
2014m1,.05117162,.01253681,.03301348,.000300045,-.0305244269,-.03082447
2014m2,-.01040651,.00647319,-.00849747,.0003167168,.0524281308,.05211141
2014m3,.00281846,-.02521563,-.02402737,.0003500613,-.0260545665,-.02640463
2014m4,-.0506994,.0377159,-.06489442,.0002833735,.0216306222,.02134725
2014m5,-.00648134,-.01954972,-.01861928,.0002333606,.0136929007,.01345954
2014m6,-.00627305,.00936443,.00078667,.0003500613,-.0128171516,-.01316721
2014m7,-.00047183,.01882742,.01646589,.000341725,-.0029955045,-.00333723
2014m8,.00032043,-.01865599,-.00391502,.0003333889,.0215284642,.02119508
2014m9,.00505892,-.01080521,.02278612,.00040008,-.0277088672,-.02810895
2014m10,-.01031213,-.01378086,.04545745,.0003250528,-.0068762497,-.0072013
2014m11,-.02101518,-.01812527,.0277711,.000341725,.0292187301,.02887701
2014m12,.03944724,.00051833,.00906418,.0003250528,-.0159710878,-.01629614
2015m1,-.03154786,-.02346357,.0325936,.0002833735,.0262383195,.02595495
2015m2,.01440126,.03169539,-.05486341,.0003333889,.0372780266,.03694464
2015m3,.02118027,-.01406964,.05154257,.0003667339,-.016659667,-.0170264
2015m4,-.00154173,.01573314,-.05625679,.0003500613,.0303514937,.03000143
2015m5,.03836923,-.021919,.02609777,.0003834068,.0134901824,.01310678
2015m6,.04553318,-.0116472,.00278034,.0004084167,-.0574817533,-.05789017
2015m7,.00085665,-.03970913,.07413823,.00040008,.0239830769,.023583
2015m8,.03323951,-.01828462,.0202182,.0003750703,-.0532308639,-.05360593
2015m9,-.00359417,-.03906863,.07447879,.0003917434,-.0273198729,-.02771162
2015m10,-.03952292,.02629465,-.02857554,.00040008,.0469697088,.04656963
2015m11,-.00907179,-.03401955,.02953799,.00040008,.0057162759,.0053162
2015m12,.02581081,-.00884548,.04450505,.0003917434,-.0127184284,-.01311017
2016m1,-.04980502,.01009455,.02050437,.00040008,-.030815226,-.03121531
2016m2,-.02207787,-.02156368,-.07856099,.0003917434,.0080320855,.00764034
2016m3,.01113351,.01458687,-.03221281,.0003750703,.0193855053,.01901044
2016m4,-.02366444,.04009041,-.04053889,.0003667339,.0113640862,.01099735
2016m5,.02881207,-.01316813,.05031314,.0003500613,.0068231725,.00647311
2016m6,-.14775209,.00850204,.04521308,.0003083809,.0281900259,.02788164
2016m7,.04382345,-.04147098,.00305557,.0002833735,.0400824616,.03979909
2016m8,.03471076,-.00456123,-.03530581,.0001833501,.0189778327,.01879448
2016m9,-.00758194,.00124405,.05210446,.0001500113,.0169419136,.0167919
2016m10,-.02933696,.05235983,.03360503,.0001333422,.0056157093,.00548237
2016m11,.0407632,.02843362,-.01186327,.000100005,-.0162662522,-.01636626
2016m12,.00431994,.00429953,-.01305081,8.33337e-06,.050115334,.050107
2017m1,.01016293,.01432264,.05230343,.0001333422,-.003294561,-.0034279
2017m2,-.01405392,-.02866341,-.02703044,.0000250003,.0310729922,.03104799
2017m3,.01131645,-.00911293,.00074179,.0000500013,.0122747236,.01222472
2017m4,.04077879,-.00214579,-.02577318,.000058335,-.0036931634,-.0037515
2017m5,-.01853141,-.01477143,-.00067876,.0000500013,.0436247605,.04357476
2017m6,.00821211,.01469722,.01404609,.0001083392,-.024690088,-.02479843
2017m7,.01688822,.0467664,.07362084,.0001083392,.0116675409,.0115592
2017m8,-.00835713,-.00055432,.03185365,.0001416767,.0138956595,.01375398
2017m9,.02471272,-.00356992,-.02424405,.0001833501,-.0042907682,-.00447412
2017m10,-.00724349,-.00150069,.02870736,.000300045,.0186721852,.01837214
2017m11,.00724551,.01574284,.00887156,.0002917092,-.016561328,-.01685304
2017m12,-.0196239,.02061272,-.00180579,.0002250253,.0477028441,.04747782
